post_id,cuenta,fecha,link,descripcion,sujeto,archivo_origen,emotion_etiqueta,hate_speech_etiquetas
padres_con_derechochile_03648,padres_con_derechochile,2023-08-03T02:50:11.000Z,https://www.instagram.com/padres_con_derechochile/reel/Cvd13ZLKYTd/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,"tribunales de familia, madres",instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03649,padres_con_derechochile,2023-08-03T02:46:44.000Z,https://www.instagram.com/padres_con_derechochile/reel/Cvd1dl5oeDy/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,"madres, sistema judicial, abogadas, curadoras ad litem",instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03650,padres_con_derechochile,2023-08-03T02:39:56.000Z,https://www.instagram.com/padres_con_derechochile/reel/Cvd0tLpIFZA/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,"tribunales de familia, madres",instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03651,padres_con_derechochile,2023-08-03T02:35:08.000Z,https://www.instagram.com/padres_con_derechochile/reel/Cvd0LOoohST/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,"tribunales de familia, madres",instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03652,padres_con_derechochile,2023-08-03T02:07:44.000Z,https://www.instagram.com/padres_con_derechochile/reel/CvdxBYfKNo1/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,madres,instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03653,padres_con_derechochile,2023-08-03T01:55:58.000Z,https://www.instagram.com/padres_con_derechochile/reel/CvdvJBRIFEd/,Somos muchos padres sufriendo .NO SEAS UNO MAS .. búscanos digamos basta ..#padresconderechochile #nomasdenunciasfalsas #nomáshijosrehenes #nomaspadrestorturados #nomashijoshuerfanosdepadresvivos #nomashijossinpadre #noseasunomas #madresmalas #madrestoxicas,madres,instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03261,padres_con_derechochile,2025-10-10T18:57:47.000Z,https://www.instagram.com/padres_con_derechochile/reel/DPo7etYEaKX/,Día internacional de la Salud Mental...muchas progenitoras necesitan terapia por el daño que hacen a sus hijos ..los utilizan . y hacen denuncias falsas ..de 5 mujeres 4 dicen que necesitan ir a terapia.. comenta ..comparte y da link ..#padresconderechochile #falsasdenuncias #alienacionparental l #saludmentalyemocional #mujeres #saludmental #psicologas #psicologo #desvinculacionparental #chile #viral #feminismo #tribunalesdefamilia #padreehijo #mujee #progenitoras #psiquiatría #nomashijosrehenes #nomasdenunciasfalsas,"madres, mujeres, feministas",instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03603,padres_con_derechochile,2023-10-22T16:38:45.000Z,https://www.instagram.com/padres_con_derechochile/reel/CytUJWdu1WL/,vamos necesitamos tu voto ..las feminazis.  quieren boicotear el proyecto ley crianza compartida..quieren eliminar la figura paterna necesitamos tu voto ..a favor de la ley crianza compartida.. ingresa  www.congresovirtual.cl #juanirarrazaval #diputadoschilenos #tribunalesdefamilia #padresconderechochile #nomashijoshuerfanosdepadresvivos #chile #benjita #teleserie #nomasfeminazis #meganoticias #chilevisión #noseasunomas #congresovirtual #crianzacompartida,feministas,instagram_padres_con_derechochile.csv,anger,hateful
padres_con_derechochile_03604,padres_con_derechochile,2023-10-22T16:35:41.000Z,https://www.instagram.com/padres_con_derechochile/reel/CytT1GUuq7v/,vamos necesitamos tu voto ..las feminazis.  quieren boicotear el proyecto ley crianza compartida..quieren eliminar la figura paterna necesitamos tu voto ..a favor de la ley crianza compartida.. ingresa  www.congresovirtual.cl #juanirarrazaval #diputadoschilenos #tribunalesdefamilia #padresconderechochile #nomashijoshuerfanosdepadresvivos #chile #benjita #teleserie #nomasfeminazis #meganoticias #chilevisión #noseasunomas #congresovirtual #crianzacompartida,feministas,instagram_padres_con_derechochile.csv,anger,hateful
nomashijosrehenes.cl_03135,nomashijosrehenes.cl,2024-05-04T13:34:22.000Z,https://www.instagram.com/nomashijosrehenes.cl/p/C6jFHXquboT/,"Si estás comenzando una nueva relación, sabemos que estás emocionado y quizás cegado por el brillo de un nuevo amor, pero hay algunas señales, algunas #banderasrojas o #redflags🚩 , que no puedes permitirte ignorar.
Si esta mujer es una #mamitacorazon está haciendo la vida imposible al padre de sus hijos, obstruyendo el vínculo y desvinculándolo de ellos, denunciándolo falsamente, es una señal de alarma que no puede pasarse por alto. 
Estas acciones no son simplemente obstáculos pasajeros, son indicadores claros de un patrón de comportamiento que podría repetirse en tu propia relación.
Imagina un futuro juntos. ¿Realmente quieres estar en los zapatos del padre de sus hijos, luchando por mantener una conexión con tus propios hijos?, ¿te gustaría vivir defendiéndote de falsas denuncias por violencia intrafamiliar, acusaciones de abuso, te gustaría que una tropa de feminazis cegadas por la ideología, de los programas OPD, PPF, PRM, etc tomen el control de tu vida y de tu paternidad, juzgándote sólo por ser hombre? Las mismas tácticas que ella usa ahora contra su ex, podrían ser empleadas en tu contra en el futuro. ¿Estás dispuesto a enfrentarte a eso?

No estamos diciendo que esta mujer no merezca amor o una segunda oportunidad en el amor. Todos cometemos errores y todos merecemos una oportunidad para redimirnos. Sin embargo, debes ser consciente de los patrones de comportamiento y las dinámicas familiares que podrían afectar tu relación a largo plazo.

Recuerda, el amor no es suficiente para construir una relación sólida y saludable. La comunicación abierta, el respeto mutuo y el compromiso con el bienestar de todos los involucrados son fundamentales. 
No ignores las #banderasrojas🚩 , reconocerlas y abordarlas de frente podría salvarte de mucho dolor y sufrimiento en el futuro.
Si tu nueva relación está llena de 🚩🚩🚩🚩🚩🚩🤪🚩🚩🚩🚩🚩🚩 arranca a tiempo. 
#Nomáshijosrehenes #obstrucciónparental #violenciadegenero #alertadetoxica #mamitacorazón","mujeres, madres, feministas",instagram_nomashijosrehenes.cl.csv,anger,hateful
ni1diamas_02811,ni1diamas,2025-11-28T23:48:15.000Z,https://www.instagram.com/ni1diamas_/p/DRnn_hnET-Y/,Lo único que les importa y saben hacer las mujeres con hijos no aquellas madres de verdad #ni1diamas_ ⚠️⚠️⚠️,madres,instagram_ni1diamas_.csv,anger,hateful
unpapaconsciente_03815,unpapaconsciente,2025-09-24T07:24:12.000Z,https://www.instagram.com/unpapaconsciente/p/DO-ftKajWAE/,"Que tanto los hijos, lo que importa es la platita. 
saldrá tu nombre, delincuentes y abusadores de menores de edad.",madres,instagram_unpapaconsciente.csv,anger,hateful
unpapaconsciente_03750,unpapaconsciente,2025-12-30T11:56:43.000Z,https://www.instagram.com/unpapaconsciente/p/DS4wACJjXb2/,"Nos han llegado muchos mensajes de progenitoras que utilizan su divorcio para hacer negocios en las redes sociales. Muchos perfiles de mamitas de corazón que son psicólogas, abogadas y otras más que utilizan su conocimiento para abusar del sistema, utilizar a sus propios hijos menores de edad y hacen perfiles en las redes sociales para hacer negocios, exponiendo a los hijos y abusando económicamente del padre. 

Pronto un espacio donde se expondrán a estas y estos delincuentes emocionales, con nombre y apellido, ya que si a un padre le quitan a sus hijos, solo queda que la sociedad juzgue. 

#divórcio #psicologanarcisismo #maltratoinfantil #abusoinfantil","madres, psicólogas, abogadas",instagram_unpapaconsciente.csv,anger,hateful
unpapaconsciente_03801,unpapaconsciente,2025-10-12T23:00:52.000Z,https://www.instagram.com/unpapaconsciente/p/DPuhNS5jXOP/,"Una progenitora con rasgos psicopátas y narcisistas es como un camaleón: 
- Puede parecer encantadora, empática y protectora… pero destruye todo por sus intereses económicos y personales. 

- Bajo esa máscara, no hay afecto genuino y solo manipulación, control y vacío emocional, con graves heridas de infancia generadas por su propia maternidad. 

- Una/un camaleón manipula y cambia… hasta que se dan cuenta como es y vuelve a cambiar. 

#leytocornal 
No más #maltratoinfantil #maltratopsicológico #obstruccionparental #falsasdenuncias",madres,instagram_unpapaconsciente.csv,anger,hateful
padres_con_derechochile_03668,padres_con_derechochile,2023-07-13T18:55:57.000Z,https://www.instagram.com/padres_con_derechochile/reel/CupfKYWp3WX/,Modus operandi..para la desvinculación de nuestros hijos por parte de nuestra ex..y tribunales de familia. No más informate no llegues como un corderito al matadero..de tu depende tu hijo te necesita únete a padres con derecho ..somos muchos ..alzemos la voz ..#padresconderechochile #padresvulnerados #padresmaltratados #nomasmalasmadres #nomasdenunciasfalsas #nomashombresmaltratados #nomashijossufriendo #nomaspadresabusados #nomasppf #nomasadra #nomashijosrehenes #nomashijoshuerfanosdepadresvivos #merluzomaloparaelcatre #padresenlucha,"madres, tribunales de familia, Gabriel Boric",instagram_padres_con_derechochile.csv,anger,hateful
unpapaconsciente_03811,unpapaconsciente,2025-09-28T18:00:43.000Z,https://www.instagram.com/unpapaconsciente/p/DPJ7utEjeDk/,"Para esas “madres” que solo son unas simples cuidadoras narcisistas. 
Personas que sus intereses económicos son mas importantes que el bienestar de sus hijos. 
Desequilibradas que se sienten ofendidas cuando los hijos quieren ver y estás con el padre, ya que eso significa que les llegará menos platita a fin de mes. 
Mujeres que prefieren muerto al padre repitiendo sus historias familiares.",madres,instagram_unpapaconsciente.csv,anger,hateful
falsas_denuncias_chile_00754,falsas_denuncias_chile,2024-08-07T23:45:42.000Z,https://www.instagram.com/falsas_denuncias_chile/reel/C-YzbI7MLB_/,#narcissist #mamasuperpoderosa #realidad #falsasdenuncias #hijosrehenes #comparte,madres,instagram_falsas_denuncias_chile.csv,others,"hateful, targeted"
