post_id,cuenta,fecha,me_gusta,comentarios,visualizaciones,link,descripcion,archivo_origen,prob_obstruccion_parental,prob_pension_alimentos,etiqueta
falsas_denuncias_chile_00411,falsas_denuncias_chile,2024-04-29T19:22:27.000Z,133.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6W2CNouVVr/,#desvinculacionparental #hijosrehenes #falsasdenuncias #obstruccion #secuestro #argentina #chile,instagram_falsas_denuncias_chile.csv,0.0631926879286766,0.0149858901277184,ninguna
falsas_denuncias_chile_00412,falsas_denuncias_chile,2024-04-27T19:42:58.000Z,94.0,26.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6RuZjTuCtA/,#prm #informesfalsos #desvinculacionparental #psicologos #fundaciones #melipilla @padres_con_derechochile @padresdesvinculados_chile @denunciayprotege,instagram_falsas_denuncias_chile.csv,0.2983380556106567,0.0008847707649692,ninguna
falsas_denuncias_chile_00413,falsas_denuncias_chile,2024-04-27T17:32:42.000Z,88.0,19.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6RfsDSuxOF/,"#fundaciones #ocas #mejorniñez #hijosrehenes #corrupcion #chile #infancia @padres_con_derechochile @denunciayprotege @padresdesvinculados_chile 
#reddeagrupacionesporlainfanciaenchile",instagram_falsas_denuncias_chile.csv,0.078359805047512,0.006271616090089,ninguna
falsas_denuncias_chile_00414,falsas_denuncias_chile,2024-04-25T20:06:59.000Z,186.0,14.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6Mn2KkvWAC/,#25abril #diacontraelmaltratoinfantil #infancia #alienaciinparental #hijosrehenes #obstruccion #hijos #chile,instagram_falsas_denuncias_chile.csv,0.8823265433311462,0.0013590500457212,obstruccion_parental
falsas_denuncias_chile_00415,falsas_denuncias_chile,2024-04-25T01:57:43.000Z,40.0,3.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6Kque_IdAM/,"🚨 Primer Congreso Latinoamericano & Europeo Sobre «La Prueba Científica que Protege a la Infancia». ✓✓INSCRIPCIÓN GRATUITA!!
@observatoriodefalsasdenuncias @patricia.anzoategui.5
@justicia.para.la.infancia

INVITACION al 1er CONGRESO LATINOAMERICANO Y EUROPEO SOBRE LA PRUEBA CIENTÍFICA QUE PROTEGE A LA INFANCIA
Respondiendo a la Urgencia de la Protección Infantil

Jueves 25 & y Viernes 26 de Abril de 2024
14:00 – 20:00

▪️Modalidad: Virtual y Gratuito*
▪️Link de Inscripciones: https://acortar.link/CyHkGp

CRONOGRAMA CONGRESO*

*Día 1: Jueves 25 de abril de 2024*
Hora (GMT-3 Argentina) /Actividad
14:00 – 14:10 Bienvenida y apertura. *Dra. Patricia Anzoátegui.*
14:15 – 15:00 Conferencia del *Dr. William Bernet*
15:00 – 15:10 Break – sesión de preguntas y respuestas
15:15 – 16:00 Conferencia del *Dr. Alejandro Mendoza Amaro*
16:00 – 16:10 Break – sesión de preguntas y respuestas

16:10 – 17:45 *Panel #1: *Perspectivas desde el Fuero Civil.*
*Dr. Ruben Anzoátegui* (35 min)
*Dra. Fátima Silva* (35 min)
*Dr. Mauricio Luis Mizrahi* (35 min)
17:45 – 18:00 Break – sesión de preguntas y respuestas

18:00 – 19:45 *Panel #2: *Perspectivas desde el Fuero Penal.*
*Dra. Patricia Anzoátegui* (35 min)
*Dr. Gustavo Topic* (35 min)
*Dr. Julio Báez* (35 min)
19:45 – 20:00 Cierre del día #1

*Día 2: Viernes 26 de abril de 2024*
Hora (GMT-3 Argentina)/ Actividad 
14:00 – 14:45 Bienvenida y apertura por la *Lic. Marta Gaziglia*
14:45 – 15:00 Break – sesión de preguntas y respuestas

15:00 – 17:45 *Panel #1: Perspectivas Periciales y Forenses*
*Lic. Pablo Martínez Soarez de Lima* (35 min)
*Lic. Margarita Marsan* (35 min)
*Dra. Blanca Huggelman* (35 min)
17:45 – 18:00 Break – sesión de preguntas y respuestas

18:00 – 19:40 *Panel #2: *Perspectivas Tecnológicas y estadísticas*
*Lic. Patricia Delbono* (35 min)
*Sr. Elias Bustos* (35 min)
19:40 – 19:50 Break – *Sesión de preguntas y respuestas*
*19:50 – 20:00 Cierre del día #2 y fin del congreso*",instagram_falsas_denuncias_chile.csv,0.0060680415481328,0.000411651446484,ninguna
falsas_denuncias_chile_00416,falsas_denuncias_chile,2024-04-24T21:01:50.000Z,129.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C6KJc9sv3Da/,#denunciasfalsas #exparejas #denuncias #vif #abusopsicologico #abusosexualinfantil #hijos,instagram_falsas_denuncias_chile.csv,0.6556117534637451,0.0003446431364864,obstruccion_parental
falsas_denuncias_chile_00417,falsas_denuncias_chile,2024-04-18T00:20:36.000Z,455.0,69.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C54elPasT1u/,#reencuentro #padreehijo #amor #denunciasfalsas #chile,instagram_falsas_denuncias_chile.csv,0.0025658644735813,0.0177974551916122,ninguna
falsas_denuncias_chile_00418,falsas_denuncias_chile,2024-04-17T03:42:44.000Z,150.0,14.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C52Q96BsQ5U/,#amor #paternidad #carabinerosdechile👮 #hijos #chile,instagram_falsas_denuncias_chile.csv,0.0004305571492295,0.0381782799959182,ninguna
falsas_denuncias_chile_00419,falsas_denuncias_chile,2024-04-16T16:42:31.000Z,103.0,3.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C51FBvpOlT7/,#infancia #hijosrehenes #alienacionparental #falsasdenuncias #pjud #fiscalia #ministeriodelamujer,instagram_falsas_denuncias_chile.csv,0.8795612454414368,0.05566893145442,obstruccion_parental
falsas_denuncias_chile_00420,falsas_denuncias_chile,2024-04-13T23:53:24.000Z,128.0,25.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5uHncTrPP-/,@totiorellanag #ministeriodelamujer #equidad #ideologiadegenero #alienacionparental,instagram_falsas_denuncias_chile.csv,0.4257469773292541,0.3663913309574127,ninguna
falsas_denuncias_chile_00421,falsas_denuncias_chile,2024-04-13T03:09:20.000Z,90.0,19.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5r5aKBMLUU/,#falsasdenuncias #fiscalia #violenciadegenero #sistemajudicial #chile,instagram_falsas_denuncias_chile.csv,0.0108603313565254,0.0029349515680223,ninguna
falsas_denuncias_chile_00422,falsas_denuncias_chile,2024-04-12T22:01:43.000Z,137.0,16.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5rWjQsu5Tk/,#mafia #denunciasfalsas #vulneraciondederechos #psicologos #abogados #infancia #testigos #informesfalsos,instagram_falsas_denuncias_chile.csv,0.1054636240005493,0.0002601723244879,ninguna
falsas_denuncias_chile_00423,falsas_denuncias_chile,2024-04-11T15:55:42.000Z,143.0,17.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5oIGx3uXL2/,#hijos #infanciaperdida #padres #psicopatia #psicopatianarcisista,instagram_falsas_denuncias_chile.csv,0.3056973218917846,0.0152916433289647,ninguna
falsas_denuncias_chile_00424,falsas_denuncias_chile,2024-04-09T16:59:12.000Z,251.0,60.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5jFjzUO-Z1/,#rdr #visitas #hijos #vulneraciondederecho #mamitascorazon,instagram_falsas_denuncias_chile.csv,0.9793145656585692,0.1776681393384933,obstruccion_parental
falsas_denuncias_chile_00425,falsas_denuncias_chile,2024-04-09T05:13:10.000Z,456.0,96.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5h0rjXOtR3/,#gonzalodelacarrera #alienacionparental #discurso #diputados #chile @gonzalodelacarrera,instagram_falsas_denuncias_chile.csv,0.9567555785179138,0.6334102749824524,ambas
falsas_denuncias_chile_00426,falsas_denuncias_chile,2024-04-08T16:40:39.000Z,105.0,8.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5geqGAOaKH/,Mensaje válido para padres desvinculadores! #falsasdenuncias #obstruccionparental #hijosrehenes #padresdesvinculados #padrectomia,instagram_falsas_denuncias_chile.csv,0.999485731124878,0.0870192050933837,obstruccion_parental
falsas_denuncias_chile_00427,falsas_denuncias_chile,2024-04-06T19:56:58.000Z,150.0,36.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5brvs1uTUr/,#jisticia #infancia #denunciasfalsas #quiendevuelveeltiempo,instagram_falsas_denuncias_chile.csv,0.5779718160629272,0.1207495033740997,obstruccion_parental
falsas_denuncias_chile_00428,falsas_denuncias_chile,2024-04-02T20:36:01.000Z,119.0,4.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5Rc6SZufC5/,#hijosrehenes #falsasdenuncias #empatia #comparte,instagram_falsas_denuncias_chile.csv,0.8347102403640747,0.0453843027353286,obstruccion_parental
falsas_denuncias_chile_00429,falsas_denuncias_chile,2024-03-31T16:53:01.000Z,68.0,3.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5L57VduOii/,#huevitosdepascua #padres #hijos #chocolate #hijosrehenes,instagram_falsas_denuncias_chile.csv,0.7227715849876404,0.2598491013050079,obstruccion_parental
falsas_denuncias_chile_00430,falsas_denuncias_chile,2024-03-30T21:41:00.000Z,83.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5J2E0ruLE_/,#tribunalesdefamilia #mejorniñez #infancia #realidad #sename,instagram_falsas_denuncias_chile.csv,0.3775406777858734,0.0355109348893165,ninguna
falsas_denuncias_chile_00431,falsas_denuncias_chile,2024-03-29T01:57:51.000Z,73.0,15.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5FI6gNM1jP/,#reportaje #hija #filicidio #padrastro #realidaddolorosa #histroria sensible,instagram_falsas_denuncias_chile.csv,0.9524968266487122,0.0377724543213844,obstruccion_parental
falsas_denuncias_chile_00432,falsas_denuncias_chile,2024-03-28T19:28:01.000Z,114.0,6.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5EdPGbOUaI/,"""Las
DENUNCIAS
FALSAS dejarán
de existir
cuando las
madres o padres amen
más a sus hijos
de lo que odian
a sus
exparejas""

#falsasdenuncias #vif #abuso #hijos #pjud #fiscalia",instagram_falsas_denuncias_chile.csv,0.583618700504303,0.0047690849751234,obstruccion_parental
falsas_denuncias_chile_00433,falsas_denuncias_chile,2024-03-27T21:43:53.000Z,142.0,55.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C5CHR8XuQIU/,👉🏻 @tu_asesora_juridica_online  #abogada #hijos #falsasdenuncias #hijostehenes #justicia,instagram_falsas_denuncias_chile.csv,0.293809562921524,0.0526007041335105,ninguna
falsas_denuncias_chile_00434,falsas_denuncias_chile,2024-03-26T23:59:41.000Z,416.0,77.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4_wSOZspfx/,@pablo.sandoval.abogado  #finalepico #Abogado #obstrucciondevinculo #mamitacorazon #regimendevisitas #rdr #pjud,instagram_falsas_denuncias_chile.csv,0.4477017223834991,0.0692736729979515,ninguna
falsas_denuncias_chile_00435,falsas_denuncias_chile,2024-03-26T18:06:27.000Z,123.0,7.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4_KUo4uJnL/,#hijosrehenes #amor #amordepadre #sistemajudicial #fypシ,instagram_falsas_denuncias_chile.csv,0.4580911099910736,0.0536011457443237,ninguna
falsas_denuncias_chile_00436,falsas_denuncias_chile,2024-03-25T14:12:42.000Z,97.0,49.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C48J9uvOU_J/,🚨VER MENSAJE INDICADO CON FLECHA  #comentario #conloshijosno #vulneracion #alienacionparental,instagram_falsas_denuncias_chile.csv,0.9869292378425598,0.0527773946523666,obstruccion_parental
falsas_denuncias_chile_00437,falsas_denuncias_chile,2024-03-25T00:08:31.000Z,491.0,100.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C46p8coM_ZG/,#falsasdenuncias #falsasdenunciasdegenero #depresion #hijosrehenes #argentina  #qepd,instagram_falsas_denuncias_chile.csv,0.5484316349029541,0.0160908736288547,obstruccion_parental
falsas_denuncias_chile_00438,falsas_denuncias_chile,2024-03-23T18:11:10.000Z,194.0,44.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C43cZBTO1G6/,#visitas #rdr #carabinerosdechile #pjud #fyp,instagram_falsas_denuncias_chile.csv,0.0639191940426826,0.2035491615533828,ninguna
falsas_denuncias_chile_00439,falsas_denuncias_chile,2024-03-23T12:24:59.000Z,122.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4202NdOtGg/,#alienacionparental #maltratopsicologico #infancia #pjud #defensoriadelaniñez #mejoerniñez,instagram_falsas_denuncias_chile.csv,0.9950562715530396,0.0362200550734996,obstruccion_parental
falsas_denuncias_chile_00440,falsas_denuncias_chile,2024-03-22T17:34:50.000Z,168.0,17.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C40zjiXOTY2/,Artículo 229-2. El hijo tiene derecho a mantener una relación directa y regular con sus ascendientes.,instagram_falsas_denuncias_chile.csv,0.0001750278024701,0.4902356266975403,ninguna
falsas_denuncias_chile_00441,falsas_denuncias_chile,2024-03-22T13:27:48.000Z,63.0,17.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C40XQ0MOoT3/,#losandes #tribunalesdefamilia #fiesta #jueces #corrupcion #chile #parati #like #comparte,instagram_falsas_denuncias_chile.csv,0.2076963931322097,0.0120421573519706,ninguna
falsas_denuncias_chile_00442,falsas_denuncias_chile,2024-03-21T19:50:08.000Z,101.0,12.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4yeP8hOLUy/,#alienacionparental #desvinculacionparental #falsasdenuncias #infancia #fyp,instagram_falsas_denuncias_chile.csv,0.5079033970832825,0.0572819747030735,obstruccion_parental
falsas_denuncias_chile_00443,falsas_denuncias_chile,2024-03-20T02:04:25.000Z,134.0,19.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4t_WjfsyeN/,#alienacionparental #manipulacion #manipulacioninfantil #vulneracion #infancia #fyp,instagram_falsas_denuncias_chile.csv,0.9981030821800232,0.0484960041940212,obstruccion_parental
falsas_denuncias_chile_00444,falsas_denuncias_chile,2024-03-19T20:39:38.000Z,112.0,10.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4tR2SDuePH/,🚨🚨🚨VOTAR 👇. #fraudepaternal #testobligatorio #españa #ley #chile,instagram_falsas_denuncias_chile.csv,0.9983896613121032,0.3874585330486297,obstruccion_parental
falsas_denuncias_chile_00445,falsas_denuncias_chile,2024-03-17T16:38:56.000Z,120.0,64.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4n1GBMuKgI/,@francescamunozdiputada🔥#ideologiadegenero #sesgo #leyesantipadres #antifamilia,instagram_falsas_denuncias_chile.csv,0.8732419013977051,0.0782276764512062,obstruccion_parental
falsas_denuncias_chile_00446,falsas_denuncias_chile,2024-03-16T20:42:56.000Z,97.0,5.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4lr5Hqu6Y3/,🚨SOY UN PAPÁ NO UN DELINCUENTE #sesgodegenero #estigma #genero #padres #foryoupage,instagram_falsas_denuncias_chile.csv,0.0091256368905305,0.1711997091770172,ninguna
falsas_denuncias_chile_00447,falsas_denuncias_chile,2024-03-16T17:51:04.000Z,170.0,39.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4lYgUnu40L/,#mediadoresdeconflitos #hijos #falsasdenuncias #casablancachile,instagram_falsas_denuncias_chile.csv,0.9388288259506226,0.0778850689530372,obstruccion_parental
falsas_denuncias_chile_00448,falsas_denuncias_chile,2024-03-15T22:56:52.000Z,43.0,16.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4jWyxru4H2/,Favor compartir 🚨 #secuestroparental #pdi #carabinerosdechile👮 #peru #chile #hijos #parati,instagram_falsas_denuncias_chile.csv,0.9988553524017334,0.0018066853517666,obstruccion_parental
falsas_denuncias_chile_00449,falsas_denuncias_chile,2024-03-15T17:23:12.000Z,70.0,6.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4iwkrpujjp/,#falsasdenuncias #pjud #juicios #hijoshuerfanosdepadresvivos #chile,instagram_falsas_denuncias_chile.csv,0.2982869148254394,0.0577252320945262,ninguna
falsas_denuncias_chile_00450,falsas_denuncias_chile,2024-03-13T18:53:47.000Z,153.0,17.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4dxaP4uSWk/,#juicios #pjud #falsasdenuncias #hijosrehenes #manipulacionpsicologica #fyp,instagram_falsas_denuncias_chile.csv,0.8272880911827087,0.000854231941048,obstruccion_parental
falsas_denuncias_chile_00451,falsas_denuncias_chile,2024-03-12T18:35:51.000Z,196.0,27.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4bJxh1uxDO/,#narcisismo #madresnarcisitas #hijosinfelices  #falsasdenuncias #hijos #comenta #comparte,instagram_falsas_denuncias_chile.csv,0.9691202640533448,0.0552803613245487,obstruccion_parental
falsas_denuncias_chile_00452,falsas_denuncias_chile,2024-03-09T17:59:07.000Z,115.0,15.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4TYAPCOFou/,"#alienacionparental #veto #infancia #diputados #ley #chile 
#fypシ",instagram_falsas_denuncias_chile.csv,0.92475563287735,0.5404388308525085,ambas
falsas_denuncias_chile_00453,falsas_denuncias_chile,2024-03-09T02:28:55.000Z,81.0,21.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4RthnbtChr/,#obtruccion #manipulacioninfantil #alienacionparental #maltratopsicologico,instagram_falsas_denuncias_chile.csv,0.9903476238250732,0.0017443815013393,obstruccion_parental
falsas_denuncias_chile_00454,falsas_denuncias_chile,2024-03-07T23:40:20.000Z,378.0,24.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4O1b_1MlYQ/,#testimonio #amor #padre #lucha #8m,instagram_falsas_denuncias_chile.csv,0.013835278339684,0.2127222567796707,ninguna
falsas_denuncias_chile_00455,falsas_denuncias_chile,2024-03-06T15:36:03.000Z,294.0,47.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4LYJszuVfq/,#padreluchador #obstruccionparental #desvinculacionparental #humillacionparental #hijos #amor #chile,instagram_falsas_denuncias_chile.csv,0.9978384375572203,0.0782452896237373,obstruccion_parental
falsas_denuncias_chile_00456,falsas_denuncias_chile,2024-03-05T20:59:29.000Z,286.0,69.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4JZP5wPp8v/,#amordepadre #hijosrehenes #padresseparados #iniciodeclases #humillacion #santiagodechile #colegio,instagram_falsas_denuncias_chile.csv,0.0381603464484214,0.2045007199048996,ninguna
falsas_denuncias_chile_00457,falsas_denuncias_chile,2024-03-05T15:00:21.000Z,77.0,10.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4IwC4ZOfT2/,#falsasdenuncias #hijosrehenes #madresnarcisista #ventajajudicial #pjud #fiscalia #ministeriodelamujer,instagram_falsas_denuncias_chile.csv,0.6396235227584839,0.0138619542121887,obstruccion_parental
falsas_denuncias_chile_00458,falsas_denuncias_chile,2024-03-03T22:38:28.000Z,161.0,11.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4EbCp4O9UE/,#amordepadre #paternidad #crianzacompartidachile #chile #hija #foryou #fypシ,instagram_falsas_denuncias_chile.csv,0.0003231375594623,0.0030873694922775,ninguna
falsas_denuncias_chile_00459,falsas_denuncias_chile,2024-03-03T19:12:45.000Z,139.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4EDoPauh-J/,#papaehijo #uruguay #clama #presidente #chile #justicia #fyp #fypシ,instagram_falsas_denuncias_chile.csv,0.1733581572771072,0.1447522938251495,ninguna
falsas_denuncias_chile_00460,falsas_denuncias_chile,2024-03-02T12:29:57.000Z,107.0,33.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C4AwjUmOsla/,#casablancachile #pjud #desvinculacionparental #hijosrehenes #falsasdenuncias #chile #comparte #comenta,instagram_falsas_denuncias_chile.csv,0.410135954618454,0.0683818012475967,ninguna
falsas_denuncias_chile_00461,falsas_denuncias_chile,2024-03-01T23:41:00.000Z,61.0,12.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3_YxpxMd3F/,#juezdefamilia #arica #ñoderjudicial #pjud,instagram_falsas_denuncias_chile.csv,0.3092322647571563,0.5588085651397705,pension_alimentos
falsas_denuncias_chile_00462,falsas_denuncias_chile,2024-03-01T15:42:13.000Z,127.0,16.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3-h6-oOXe7/,#padrastros #madrastras #amorfalso #imponer #crianza #hijosrehenes #despecho,instagram_falsas_denuncias_chile.csv,0.9990563988685608,0.5082999467849731,ambas
falsas_denuncias_chile_00463,falsas_denuncias_chile,2024-02-29T18:00:06.000Z,146.0,25.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C38M7fluUxI/,#pjud #juiciodefamilia #hijos #tuicios #hijosrehenes #chile #testimonio #pyf,instagram_falsas_denuncias_chile.csv,0.3196520507335663,0.004272935912013,ninguna
falsas_denuncias_chile_00464,falsas_denuncias_chile,2024-02-29T13:59:54.000Z,108.0,12.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C37xc1POv4g/,#hijosrehenes #chile #pjud #infanciainfeliz #estadodechile,instagram_falsas_denuncias_chile.csv,0.9938728213310242,0.1338957846164703,obstruccion_parental
falsas_denuncias_chile_00465,falsas_denuncias_chile,2024-02-28T21:00:47.000Z,92.0,16.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C358McOPXKw/,#tribunalesdefamilia #coronel #concepcion #abuelo @amordeabueloschile,instagram_falsas_denuncias_chile.csv,0.3412531614303589,0.0927083045244216,ninguna
falsas_denuncias_chile_00466,falsas_denuncias_chile,2024-02-24T11:13:52.000Z,111.0,15.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3umdQPuk3e/,#historiasdevida #madreehijos #narcisismo #realidad #parati,instagram_falsas_denuncias_chile.csv,0.6026463508605957,0.0026991670019924,obstruccion_parental
falsas_denuncias_chile_00467,falsas_denuncias_chile,2024-02-23T22:34:55.000Z,258.0,18.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3tPpOiOu5E/,#sesgo #dicriminacion #hombres #padres #pjud #jueces #fyp,instagram_falsas_denuncias_chile.csv,0.3781145513057709,0.1657956391572952,ninguna
falsas_denuncias_chile_00468,falsas_denuncias_chile,2024-02-22T21:02:45.000Z,124.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3qgR9-vqkJ/,#solteras #hijos #crianza #victimización #foryou,instagram_falsas_denuncias_chile.csv,0.6806663870811462,0.1688912212848663,obstruccion_parental
falsas_denuncias_chile_00469,falsas_denuncias_chile,2024-02-22T16:30:02.000Z,113.0,29.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3qA5ywu-Jb/,#paternidad #fraude #adn #test #ley #chile #foryou,instagram_falsas_denuncias_chile.csv,0.7290136814117432,0.4099292755126953,obstruccion_parental
falsas_denuncias_chile_00470,falsas_denuncias_chile,2024-02-20T23:55:23.000Z,48.0,5.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3lqYMTM8_e/,"🚨 *NO a la Ley contra Derechos de Niños, y que facilita las denuncias falsas para desvincular a padres de sus hijos* 

 *votar* 👇👇👇👇

https://congresovirtual.cl/project/3950

#congreso #ley #derechosdelniño #diputados #senadores #chile",instagram_falsas_denuncias_chile.csv,0.2628418207168579,0.0007264875457622,ninguna
falsas_denuncias_chile_00471,falsas_denuncias_chile,2024-02-20T21:44:28.000Z,120.0,15.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3lbcRgPIUa/,#madre #mujer #hijos #opina #comparte #foryou,instagram_falsas_denuncias_chile.csv,0.2976740896701813,0.50048828125,pension_alimentos
falsas_denuncias_chile_00472,falsas_denuncias_chile,2024-02-19T15:10:05.000Z,158.0,3.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3iJdI8ObSF/,#hijoshuerfanosdepadresvivos #hijoscondolor #falsasdenuncias #vulneracion #madresnarcisista #infancia,instagram_falsas_denuncias_chile.csv,0.8441522717475891,0.1113861128687858,obstruccion_parental
falsas_denuncias_chile_00473,falsas_denuncias_chile,2024-02-17T13:26:42.000Z,345.0,130.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3c0IKVOAB4/,#hijosrehenes #mama #vulneradora #papa #maldad #crianzacompartidachile #chile #pjud #foryou,instagram_falsas_denuncias_chile.csv,0.998117744922638,0.191214382648468,obstruccion_parental
falsas_denuncias_chile_00474,falsas_denuncias_chile,2024-02-17T12:38:07.000Z,150.0,0.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3cuhnouPFU/,#hijosrehenes #hijoshuerfanosdepadresvivos #narcisismo #psicópatas #hijos #chile #foryou,instagram_falsas_denuncias_chile.csv,0.9681411385536194,0.0450890585780143,obstruccion_parental
falsas_denuncias_chile_00475,falsas_denuncias_chile,2024-02-15T20:09:51.000Z,265.0,24.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3YYm2fvk_-/,#alienacionparental #judicializacioninfantil #manipulacion #vulneracion #tribunales #sesgo,instagram_falsas_denuncias_chile.csv,0.9897711873054504,0.0749729797244072,obstruccion_parental
falsas_denuncias_chile_00476,falsas_denuncias_chile,2024-02-15T12:09:47.000Z,240.0,46.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3XhktMOVRi/,#falsasdenuncias #violenciadegenero #tipificaciondeldelito #comparte,instagram_falsas_denuncias_chile.csv,0.0107455383986234,0.0006680047372356,ninguna
falsas_denuncias_chile_00477,falsas_denuncias_chile,2024-02-14T22:45:44.000Z,269.0,17.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3WFtSUuS3X/,#obstruccion #falsasdenuncias #narcisimo #vulneraciondederechos #ley #chile,instagram_falsas_denuncias_chile.csv,0.1886227428913116,0.0796566382050514,ninguna
falsas_denuncias_chile_00478,falsas_denuncias_chile,2024-02-14T16:01:42.000Z,116.0,9.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3VXadwuOSb/,#falsasdenuncias #saturacionjudicial #pjud #fiscalia #chile #argentina #sudamerica #parati,instagram_falsas_denuncias_chile.csv,0.1755380779504776,0.0062533845193684,ninguna
falsas_denuncias_chile_00479,falsas_denuncias_chile,2024-02-12T16:34:55.000Z,98.0,88.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3QRrXfOxUR/,#sename #infancia #negocio #lucro #mejorninez #crianzacompartidachile #foryou  #parati,instagram_falsas_denuncias_chile.csv,0.0122649148106575,0.5869964361190796,pension_alimentos
falsas_denuncias_chile_00480,falsas_denuncias_chile,2024-02-11T13:04:55.000Z,135.0,11.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3NU1iMutNq/,#falsasdenuncias #hijosrehenes #hijos #cumpleaños #chile,instagram_falsas_denuncias_chile.csv,0.7693836092948914,0.0262802764773368,obstruccion_parental
falsas_denuncias_chile_00481,falsas_denuncias_chile,2024-02-09T21:23:24.000Z,128.0,15.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3JD3iCvy9_/,#falsasdenuncias #narcisistas #psicopatas #hijos #foryou,instagram_falsas_denuncias_chile.csv,0.5917232632637024,0.0545502230525016,obstruccion_parental
falsas_denuncias_chile_00482,falsas_denuncias_chile,2024-02-08T22:00:11.000Z,130.0,13.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C3GjvMHuuak/,#secuestro #amenza #madre #cerronavia #vulneraciondederechos #hijos,instagram_falsas_denuncias_chile.csv,0.9988236427307128,0.0049919611774384,obstruccion_parental
falsas_denuncias_chile_00483,falsas_denuncias_chile,2024-02-05T23:38:24.000Z,128.0,5.0,,https://www.instagram.com/falsas_denuncias_chile/reel/C2_Amz6MpiL/,#peru #fraude #paternidad,instagram_falsas_denuncias_chile.csv,0.99495929479599,0.2798284888267517,obstruccion_parental
